32.206826	-110.979469
32.206826	-110.979465
32.206826	-110.979469
32.206826	-110.979462
32.206826	-110.979462
32.20683	-110.979658
32.206826	-110.979458
32.206825	-110.979439
32.206825	-110.979435
32.206828	-110.979538
32.206827	-110.979517
32.206827	-110.97952
32.206827	-110.97952
32.206827	-110.97952
32.206828	-110.979524
32.206828	-110.979529
32.206828	-110.979538
32.206828	-110.97955
32.206828	-110.97955
32.206828	-110.979557
32.206828	-110.97955
32.206829	-110.979565
32.206829	-110.979569
32.206829	-110.979574
32.206829	-110.979581
32.206829	-110.979582
32.206829	-110.979582
32.206829	-110.979585
32.206829	-110.979584
32.206829	-110.979584
32.206829	-110.979584
32.206829	-110.979567
32.206829	-110.97957
32.206829	-110.979572
32.206829	-110.979573
32.206829	-110.979573
32.206829	-110.979574
32.206828	-110.979564
32.206828	-110.979562
32.206828	-110.979551
32.206831	-110.979657
32.206828	-110.979546
32.206828	-110.979546
32.206828	-110.979543
32.206828	-110.979544
32.206828	-110.979542
32.206828	-110.97954
32.206828	-110.979542
32.206828	-110.979548
32.206828	-110.979554
32.206828	-110.979556
32.206828	-110.979559
32.206829	-110.979566
32.206828	-110.979557
32.206828	-110.979557
32.206828	-110.979562
32.206829	-110.979576
32.206829	-110.979582
32.206829	-110.97957
32.206828	-110.979526
32.206827	-110.979517
32.206827	-110.979511
32.206827	-110.979502
32.206827	-110.979505
32.206827	-110.979506
32.206827	-110.979516
32.206828	-110.979528
32.206828	-110.979526
32.206828	-110.979523
32.206828	-110.979523
32.206828	-110.979523
32.206827	-110.979517
32.206828	-110.979527
32.206828	-110.979531
32.206828	-110.979532
32.206829	-110.979575
32.20683	-110.979613
32.206831	-110.979651
32.206831	-110.979652
32.206826	-110.97979
32.206825	-110.979847
32.206802	-110.979835
32.206553	-110.979936
32.206445	-110.980042
32.206323	-110.980066
32.206167	-110.980057
32.206167	-110.980057
32.20601	-110.980074
32.205858	-110.980075
32.20569	-110.980073
32.205549	-110.980077
32.205382	-110.980093
32.205223	-110.980091
32.205049	-110.980091
32.20488	-110.98009
32.2047	-110.980068
32.204523	-110.980067
32.204358	-110.980103
32.204191	-110.980088
32.204191	-110.980088
32.204006	-110.980078
32.203882	-110.980098
32.203847	-110.980077
32.203688	-110.980055
32.203493	-110.980045
32.203493	-110.980045
32.203493	-110.980045
32.203306	-110.98005
32.20312	-110.980026
32.202947	-110.980029
32.202777	-110.980002
32.202593	-110.979993
32.202417	-110.979987
32.202229	-110.979975
32.202041	-110.979948
32.202041	-110.979948
32.201844	-110.979914
32.201649	-110.979892
32.201501	-110.979873
32.201501	-110.979873
32.201315	-110.979855
32.201197	-110.979843
32.201081	-110.979832
32.200942	-110.979818
32.200823	-110.979807
32.200686	-110.979802
32.200557	-110.979799
32.200418	-110.979802
32.200286	-110.979798
32.200286	-110.979798
32.20016	-110.979795
32.200042	-110.979791
32.200042	-110.979791
32.199934	-110.979772
32.199837	-110.979756
32.199821	-110.979755
32.199777	-110.979764
32.199743	-110.979782
32.199705	-110.979796
32.199712	-110.979795
32.19972	-110.979792
32.199704	-110.979796
32.199707	-110.979796
32.199704	-110.979796
32.199703	-110.979794
32.19969	-110.979795
32.199676	-110.979793
32.199657	-110.979791
32.199568	-110.979957
32.199564	-110.980114
32.19956	-110.980261
32.199555	-110.980419
32.199551	-110.980591
32.199546	-110.980756
32.199546	-110.980756
32.199517	-110.98092
32.199517	-110.981165
32.199518	-110.981362
32.199519	-110.981547
32.19952	-110.981739
32.199521	-110.981955
32.199521	-110.981955
32.199522	-110.982169
32.199523	-110.982386
32.199524	-110.982582
32.199525	-110.982771
32.199526	-110.98297
32.199527	-110.983195
32.199527	-110.983375
32.199528	-110.983518
32.199529	-110.983715
32.19953	-110.983948
32.19953	-110.984124
32.199531	-110.984329
32.199531	-110.984329
32.199532	-110.984543
32.199533	-110.984759
32.199534	-110.984952
32.199535	-110.985183
32.199535	-110.985183
32.199535	-110.985183
32.199536	-110.985384
32.199537	-110.985588
32.199538	-110.985806
32.199539	-110.985932
32.19954	-110.986185
32.19955	-110.986317
32.199601	-110.986632
32.199601	-110.986632
32.199601	-110.986833
32.1996	-110.987034
32.1996	-110.987204
32.199599	-110.987426
32.199601	-110.987621
32.199601	-110.98784
32.199599	-110.988027
32.199597	-110.988231
32.199594	-110.988407
32.199594	-110.988584
32.199611	-110.988764
32.199617	-110.988932
32.199617	-110.988932
32.199617	-110.988932
32.199616	-110.989097
32.199591	-110.989237
32.199591	-110.989301
32.19959	-110.989394
32.199593	-110.989444
32.199744	-110.989469
32.199803	-110.989441
32.199879	-110.989442
32.199954	-110.989425
32.20047	-110.989378
32.200541	-110.989354
32.200614	-110.989365
32.200943	-110.989498
32.200945	-110.989534
32.2009	-110.98979
32.200877	-110.989795
32.200849	-110.98992
32.200861	-110.989931
32.200874	-110.989955
32.200865	-110.989921
32.200865	-110.989921
32.200865	-110.989921
32.200865	-110.989921
32.200865	-110.989921
32.200865	-110.989921
32.200865	-110.989921
32.200865	-110.989921
32.200865	-110.989921
32.30871	-110.880325
32.308685	-110.880554
32.308674	-110.88069
32.308662	-110.88084
32.30866	-110.88099
32.30865	-110.88115
32.308643	-110.881325
32.308636	-110.8817
32.308628	-110.88208
32.308628	-110.882484
32.308628	-110.88268
32.308628	-110.882904
32.30862	-110.88312
32.30861	-110.88355
32.308598	-110.88398
32.308582	-110.88442
32.30858	-110.88465
32.30857	-110.884865
32.308567	-110.885086
32.308563	-110.88529
32.308556	-110.88551
32.30855	-110.88571
32.308548	-110.885925
32.308544	-110.88613
32.30854	-110.88634
32.308537	-110.88675
32.308533	-110.88695
32.308533	-110.887146
32.30853	-110.88734
32.308525	-110.887726
32.308525	-110.888115
32.30852	-110.8883
32.308514	-110.88848
32.308517	-110.888824
32.308514	-110.889175
32.30851	-110.88952
32.3085	-110.88988
32.30849	-110.89024
32.30847	-110.89058
32.30846	-110.89073
32.308453	-110.89086
32.30844	-110.89098
32.30843	-110.8911
32.308422	-110.89133
32.308426	-110.89154
32.308422	-110.89164
32.30842	-110.89174
32.30841	-110.891914
32.308414	-110.89198
32.308414	-110.89202
32.30841	-110.89204
32.308407	-110.89204
32.30841	-110.89202
32.30841	-110.89202
32.30841	-110.89202
32.30841	-110.89202
32.30841	-110.89203
32.30841	-110.89203
32.30841	-110.89203
32.30841	-110.89203
32.30841	-110.89203
32.30841	-110.89203
32.30841	-110.89203
32.30841	-110.89203
32.30841	-110.89203
